"REF_DATE","GEO","DGUID","Standard Classification of Goods (SCG)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1964-06","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4197","","","t","0"
"1964-06","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","44194","","","","0"
"1964-06","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","8001","","","","0"
"1964-06","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2491","","","","0"
"1964-06","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2848","","","","0"
"1964-06","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","13267","","","","0"
"1964-07","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","486","","","t","0"
"1964-07","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2319","","","","0"
"1964-07","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","129203","","","","0"
"1964-07","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","38565","","","","0"
"1964-07","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","31587","","","","0"
"1964-07","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23652","","","t","0"
"1964-07","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","38820","","","","0"
"1964-07","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","18730","","","","0"
"1964-07","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","32768","","","t","0"
"1964-07","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","3206","","","","0"
"1964-07","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4068","","","t","0"
"1964-07","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","41634","","","","0"
"1964-07","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","6818","","","","0"
"1964-07","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","1973","","","","0"
"1964-07","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2470","","","","0"
"1964-07","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","9593","","","","0"
"1964-08","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","499","","","t","0"
"1964-08","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2329","","","","0"
"1964-08","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","140721","","","","0"
"1964-08","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","46332","","","","0"
"1964-08","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","35444","","","","0"
"1964-08","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","35635","","","t","0"
"1964-08","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","36580","","","","0"
"1964-08","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","20243","","","","0"
"1964-08","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","39389","","","t","0"
"1964-08","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","3728","","","","0"
"1964-08","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3868","","","t","0"
"1964-08","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","41471","","","","0"
"1964-08","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","6383","","","","0"
"1964-08","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3043","","","","0"
"1964-08","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2666","","","","0"
"1964-08","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","14295","","","","0"
"1964-09","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","583","","","t","0"
"1964-09","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2277","","","","0"
"1964-09","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","152263","","","","0"
"1964-09","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","52676","","","","0"
"1964-09","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","29385","","","","0"
"1964-09","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","21413","","","t","0"
"1964-09","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","40498","","","","0"
"1964-09","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","20086","","","","0"
"1964-09","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","71688","","","t","0"
"1964-09","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4359","","","","0"
"1964-09","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","5503","","","t","0"
"1964-09","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","46829","","","","0"
"1964-09","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","6600","","","","0"
"1964-09","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2620","","","","0"
"1964-09","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","3093","","","","0"
"1964-09","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","13650","","","","0"
"1964-10","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","568","","","t","0"
"1964-10","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2486","","","","0"
"1964-10","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","148845","","","","0"
"1964-10","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","51742","","","","0"
"1964-10","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","34273","","","","0"
"1964-10","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","21648","","","t","0"
"1964-10","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","36924","","","","0"
"1964-10","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","21705","","","","0"
"1964-10","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","70106","","","t","0"
"1964-10","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","3831","","","","0"
"1964-10","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4307","","","t","0"
"1964-10","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","42285","","","","0"
"1964-10","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7407","","","","0"
"1964-10","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3140","","","","0"
"1964-10","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","3029","","","","0"
"1964-10","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","15439","","","","0"
"1964-11","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","570","","","t","0"
"1964-11","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2063","","","","0"
"1964-11","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","152810","","","","0"
"1964-11","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","50956","","","","0"
"1964-11","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","28606","","","","0"
"1964-11","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","22842","","","t","0"
"1964-11","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","34801","","","","0"
"1964-11","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","20337","","","","0"
"1964-11","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","72765","","","t","0"
"1964-11","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","3955","","","","0"
"1964-11","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4103","","","t","0"
"1964-11","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","41148","","","","0"
"1964-11","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7536","","","","0"
"1964-11","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3096","","","","0"
"1964-11","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","3008","","","","0"
"1964-11","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","15158","","","","0"
"1964-12","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","570","","","t","0"
"1964-12","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2240","","","","0"
"1964-12","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","160101","","","","0"
"1964-12","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","55244","","","","0"
"1964-12","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","28817","","","","0"
"1964-12","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23322","","","t","0"
"1964-12","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","40962","","","","0"
"1964-12","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","21939","","","","0"
"1964-12","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","79402","","","t","0"
"1964-12","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4482","","","","0"
"1964-12","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4279","","","t","0"
"1964-12","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","47015","","","","0"
"1964-12","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","8109","","","","0"
"1964-12","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2594","","","","0"
"1964-12","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2870","","","","0"
"1964-12","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","15192","","","","0"
"1965-01","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","518","","","t","0"
"1965-01","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2490","","","","0"
"1965-01","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","143861","","","","0"
"1965-01","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","54795","","","","0"
"1965-01","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","40764","","","","0"
"1965-01","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","25285","","","t","0"
"1965-01","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","38834","","","","0"
"1965-01","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","22277","","","","0"
"1965-01","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","68912","","","t","0"
"1965-01","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","3838","","","","0"
"1965-01","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4760","","","t","0"
"1965-01","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","43217","","","","0"
"1965-01","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","6136","","","","0"
"1965-01","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","1973","","","","0"
"1965-01","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2739","","","","0"
"1965-01","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","14582","","","","0"
"1965-02","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","557","","","t","0"
"1965-02","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2462","","","","0"
"1965-02","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","125125","","","","0"
"1965-02","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","47159","","","","0"
"1965-02","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","40088","","","","0"
"1965-02","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23306","","","t","0"
"1965-02","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","36566","","","","0"
"1965-02","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","21317","","","","0"
"1965-02","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","95751","","","t","0"
"1965-02","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","3912","","","","0"
"1965-02","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4686","","","t","0"
"1965-02","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","41137","","","","0"
"1965-02","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7474","","","","0"
"1965-02","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2280","","","","0"
"1965-02","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2741","","","","0"
"1965-02","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","11177","","","","0"
"1965-03","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","602","","","t","0"
"1965-03","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2601","","","","0"
"1965-03","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","166311","","","","0"
"1965-03","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","54760","","","","0"
"1965-03","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","39691","","","","0"
"1965-03","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23330","","","t","0"
"1965-03","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","44013","","","","0"
"1965-03","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","23494","","","","0"
"1965-03","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","119307","","","t","0"
"1965-03","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4568","","","","0"
"1965-03","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4953","","","t","0"
"1965-03","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","50253","","","","0"
"1965-03","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7940","","","","0"
"1965-03","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2669","","","","0"
"1965-03","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","3022","","","","0"
"1965-03","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","13395","","","","0"
"1965-04","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","542","","","t","0"
"1965-04","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2419","","","","0"
"1965-04","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","153510","","","","0"
"1965-04","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","49991","","","","0"
"1965-04","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","39277","","","","0"
"1965-04","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","20292","","","t","0"
"1965-04","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","39757","","","","0"
"1965-04","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","22215","","","","0"
"1965-04","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","111847","","","t","0"
"1965-04","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","3384","","","","0"
"1965-04","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4127","","","t","0"
"1965-04","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","44498","","","","0"
"1965-04","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7876","","","","0"
"1965-04","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3951","","","","0"
"1965-04","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2835","","","","0"
"1965-04","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","11459","","","","0"
"1965-05","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","574","","","t","0"
"1965-05","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2813","","","","0"
"1965-05","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","160704","","","","0"
"1965-05","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","53916","","","","0"
"1965-05","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","39008","","","","0"
"1965-05","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","20217","","","t","0"
"1965-05","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","40279","","","","0"
"1965-05","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","20080","","","","0"
"1965-05","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","164788","","","t","0"
"1965-05","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4161","","","","0"
"1965-05","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4841","","","t","0"
"1965-05","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","45911","","","","0"
"1965-05","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7129","","","","0"
"1965-05","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3459","","","","0"
"1965-05","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2673","","","","0"
"1965-05","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","12257","","","","0"
"1965-06","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","627","","","t","0"
"1965-06","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2574","","","","0"
"1965-06","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","157412","","","","0"
"1965-06","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","48993","","","","0"
"1965-06","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","30883","","","","0"
"1965-06","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","20549","","","t","0"
"1965-06","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","44877","","","","0"
"1965-06","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","22992","","","","0"
"1965-06","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","58441","","","t","0"
"1965-06","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4543","","","","0"
"1965-06","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4935","","","t","0"
"1965-06","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","50357","","","","0"
"1965-06","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7292","","","","0"
"1965-06","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3355","","","","0"
"1965-06","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2852","","","","0"
"1965-06","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","10917","","","","0"
"1965-07","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","481","","","t","0"
"1965-07","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2552","","","","0"
"1965-07","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","151627","","","","0"
"1965-07","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","45661","","","","0"
"1965-07","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","33081","","","","0"
"1965-07","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","17182","","","t","0"
"1965-07","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","42624","","","","0"
"1965-07","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","22277","","","","0"
"1965-07","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","15111","","","t","0"
"1965-07","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4316","","","","0"
"1965-07","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4067","","","t","0"
"1965-07","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","48025","","","","0"
"1965-07","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","5669","","","","0"
"1965-07","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2592","","","","0"
"1965-07","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","1992","","","","0"
"1965-07","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","9309","","","","0"
"1965-08","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","542","","","t","0"
"1965-08","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2504","","","","0"
"1965-08","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","158983","","","","0"
"1965-08","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","56130","","","","0"
"1965-08","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","34196","","","","0"
"1965-08","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","22442","","","t","0"
"1965-08","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","41820","","","","0"
"1965-08","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","23639","","","","0"
"1965-08","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","40636","","","t","0"
"1965-08","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4031","","","","0"
"1965-08","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4560","","","t","0"
"1965-08","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","47569","","","","0"
"1965-08","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","6304","","","","0"
"1965-08","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2826","","","","0"
"1965-08","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2844","","","","0"
"1965-08","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","12875","","","","0"
"1965-09","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","568","","","t","0"
"1965-09","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2329","","","","0"
"1965-09","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","184462","","","","0"
"1965-09","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","59314","","","","0"
"1965-09","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","36006","","","","0"
"1965-09","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","24204","","","t","0"
"1965-09","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","45683","","","","0"
"1965-09","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","19613","","","","0"
"1965-09","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","55148","","","t","0"
"1965-09","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","5010","","","","0"
"1965-09","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","5065","","","t","0"
"1965-09","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","51380","","","","0"
"1965-09","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","8702","","","","0"
"1965-09","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2851","","","","0"
