"REF_DATE","GEO","DGUID","Standard Classification of Goods (SCG)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997-12","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","69029","","","","0"
"1997-12","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","91638","","","","0"
"1997-12","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","280476","","","","0"
"1997-12","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","14981","","","","0"
"1997-12","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","97069","","","","0"
"1997-12","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","92966","","","","0"
"1997-12","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","197540","","","","0"
"1997-12","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","126317","","","","0"
"1997-12","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","71223","","","","0"
"1997-12","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","16622","","","","0"
"1997-12","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","41465","","","","0"
"1997-12","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","5257","","","","0"
"1997-12","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","335226","","","","0"
"1997-12","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1997-12","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","21755","","","","0"
"1997-12","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","27721","","","","0"
"1997-12","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","79604","","","","0"
"1997-12","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","13068","","","","0"
"1997-12","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","27023","","","","0"
"1997-12","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1997-12","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","86426","","","","0"
"1997-12","Canada","","Aluminum sulphate (alum)","Tonnes","288","units ","0","v39283","1.27","13756","","","","0"
"1997-12","Canada","","Carbon black","Tonnes","288","units ","0","v39285","1.28","17687","","","","0"
"1997-12","Canada","","Hydrogen peroxide, 100%","Tonnes","288","units ","0","v39286","1.29","15689","","","","0"
"1997-12","Canada","","Zinc oxide","Tonnes","288","units ","0","v39287","1.30","","x","","","0"
"1998-01","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","11754","","","","0"
"1998-01","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","377431","","","","0"
"1998-01","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","397647","","","","0"
"1998-01","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","84425","","","","0"
"1998-01","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1998-01","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","75807","","","","0"
"1998-01","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","79668","","","","0"
"1998-01","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","287682","","","","0"
"1998-01","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","18647","","","","0"
"1998-01","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","89060","","","","0"
"1998-01","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","79874","","","","0"
"1998-01","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","196009","","","","0"
"1998-01","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","126531","","","","0"
"1998-01","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","69478","","","","0"
"1998-01","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","15468","","","","0"
"1998-01","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","47846","","","","0"
"1998-01","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","5228","","","","0"
"1998-01","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","311359","","","","0"
"1998-01","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1998-01","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","18747","","","","0"
"1998-01","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","25089","","","","0"
"1998-01","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","81725","","","","0"
"1998-01","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","31039","","","","0"
"1998-01","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","34969","","","","0"
"1998-01","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1998-01","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","75597","","","","0"
"1998-01","Canada","","Aluminum sulphate (alum)","Tonnes","288","units ","0","v39283","1.27","11260","","","","0"
"1998-01","Canada","","Carbon black","Tonnes","288","units ","0","v39285","1.28","17681","","","","0"
"1998-01","Canada","","Hydrogen peroxide, 100%","Tonnes","288","units ","0","v39286","1.29","14796","","","","0"
"1998-01","Canada","","Zinc oxide","Tonnes","288","units ","0","v39287","1.30","","x","","","0"
"1998-02","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","12910","","","","0"
"1998-02","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","353243","","","","0"
"1998-02","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","369973","","","","0"
"1998-02","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","73099","","","","0"
"1998-02","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1998-02","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","68291","","","","0"
"1998-02","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","84724","","","","0"
"1998-02","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","292717","","","","0"
"1998-02","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","18198","","","","0"
"1998-02","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","82553","","","","0"
"1998-02","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","84268","","","","0"
"1998-02","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","180752","","","","0"
"1998-02","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","118207","","","","0"
"1998-02","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","62545","","","","0"
"1998-02","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","11921","","","","0"
"1998-02","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","41929","","","","0"
"1998-02","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","5921","","","","0"
"1998-02","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","304326","","","","0"
"1998-02","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1998-02","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","19337","","","","0"
"1998-02","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","24377","","","","0"
"1998-02","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","83819","","","","0"
"1998-02","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","19517","","","","0"
"1998-02","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","30590","","","","0"
"1998-02","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1998-02","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","67773","","","","0"
"1998-02","Canada","","Aluminum sulphate (alum)","Tonnes","288","units ","0","v39283","1.27","11401","","","","0"
"1998-02","Canada","","Carbon black","Tonnes","288","units ","0","v39285","1.28","16917","","","","0"
"1998-02","Canada","","Hydrogen peroxide, 100%","Tonnes","288","units ","0","v39286","1.29","15049","","","","0"
"1998-02","Canada","","Zinc oxide","Tonnes","288","units ","0","v39287","1.30","","x","","","0"
"1998-03","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","13754","","","","0"
"1998-03","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","390938","","","","0"
"1998-03","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","419035","","","","0"
"1998-03","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","83924","","","","0"
"1998-03","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1998-03","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","72195","","","","0"
"1998-03","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","87956","","","","0"
"1998-03","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","312713","","","","0"
"1998-03","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","21003","","","","0"
"1998-03","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","78249","","","","0"
"1998-03","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","88426","","","","0"
"1998-03","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","205416","","","","0"
"1998-03","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","131842","","","","0"
"1998-03","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","73574","","","","0"
"1998-03","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","16123","","","","0"
"1998-03","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","45975","","","","0"
"1998-03","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","6767","","","","0"
"1998-03","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","316218","","","","0"
"1998-03","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1998-03","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","21085","","","","0"
"1998-03","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","27376","","","","0"
"1998-03","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","93099","","","","0"
"1998-03","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","25150","","","","0"
"1998-03","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","36795","","","","0"
"1998-03","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1998-03","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","77074","","","","0"
"1998-03","Canada","","Aluminum sulphate (alum)","Tonnes","288","units ","0","v39283","1.27","13841","","","","0"
"1998-03","Canada","","Carbon black","Tonnes","288","units ","0","v39285","1.28","20139","","","","0"
"1998-03","Canada","","Hydrogen peroxide, 100%","Tonnes","288","units ","0","v39286","1.29","16307","","","","0"
"1998-03","Canada","","Zinc oxide","Tonnes","288","units ","0","v39287","1.30","","x","","","0"
"1998-04","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","11957","","","","0"
"1998-04","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","353336","","","","0"
"1998-04","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","416466","","","","0"
"1998-04","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","76033","","","","0"
"1998-04","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1998-04","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","61778","","","","0"
"1998-04","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","83315","","","","0"
"1998-04","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","298034","","","","0"
"1998-04","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","19194","","","","0"
"1998-04","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","78071","","","","0"
"1998-04","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","88618","","","","0"
"1998-04","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","188865","","","","0"
"1998-04","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","117201","","","","0"
"1998-04","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","71664","","","","0"
"1998-04","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","15620","","","","0"
"1998-04","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","44545","","","","0"
"1998-04","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","6896","","","","0"
"1998-04","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","322612","","","","0"
"1998-04","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1998-04","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","19582","","","","0"
"1998-04","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","27559","","","","0"
"1998-04","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","91029","","","","0"
"1998-04","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","12441","","","","0"
"1998-04","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","21543","","","","0"
"1998-04","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1998-04","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","74942","","","","0"
"1998-04","Canada","","Aluminum sulphate (alum)","Tonnes","288","units ","0","v39283","1.27","14395","","","","0"
"1998-04","Canada","","Carbon black","Tonnes","288","units ","0","v39285","1.28","19036","","","","0"
"1998-04","Canada","","Hydrogen peroxide, 100%","Tonnes","288","units ","0","v39286","1.29","17029","","","","0"
"1998-04","Canada","","Zinc oxide","Tonnes","288","units ","0","v39287","1.30","","x","","","0"
"1998-05","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","12214","","","","0"
"1998-05","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","376427","","","","0"
"1998-05","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","411271","","","","0"
"1998-05","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","88367","","","","0"
"1998-05","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1998-05","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","45323","","","","0"
"1998-05","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","84741","","","","0"
"1998-05","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","271984","","","","0"
"1998-05","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","18687","","","","0"
"1998-05","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","74252","","","","0"
"1998-05","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","90341","","","","0"
"1998-05","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","199629","","","","0"
"1998-05","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","119874","","","","0"
"1998-05","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","79755","","","","0"
"1998-05","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","14688","","","","0"
"1998-05","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","46486","","","","0"
"1998-05","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","6924","","","","0"
"1998-05","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","339678","","","","0"
"1998-05","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1998-05","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","14793","","","","0"
"1998-05","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","27571","","","","0"
"1998-05","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","84452","","","","0"
"1998-05","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","18654","","","","0"
"1998-05","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","22879","","","","0"
"1998-05","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1998-05","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","83187","","","","0"
"1998-05","Canada","","Aluminum sulphate (alum)","Tonnes","288","units ","0","v39283","1.27","14630","","","","0"
"1998-05","Canada","","Carbon black","Tonnes","288","units ","0","v39285","1.28","18995","","","","0"
"1998-05","Canada","","Hydrogen peroxide, 100%","Tonnes","288","units ","0","v39286","1.29","14760","","","","0"
"1998-05","Canada","","Zinc oxide","Tonnes","288","units ","0","v39287","1.30","","x","","","0"
"1998-06","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","12967","","","","0"
"1998-06","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","294741","","","","0"
"1998-06","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","377233","","","","0"
"1998-06","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","91959","","","","0"
"1998-06","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1998-06","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","57537","","","","0"
"1998-06","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","88489","","","","0"
"1998-06","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","271688","","","","0"
"1998-06","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","19497","","","","0"
"1998-06","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","82726","","","","0"
"1998-06","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","96027","","","","0"
"1998-06","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","188371","","","","0"
"1998-06","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","119335","","","","0"
"1998-06","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","69036","","","","0"
"1998-06","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","14683","","","","0"
"1998-06","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","41882","","","","0"
"1998-06","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","7058","","","","0"
"1998-06","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","299900","","","","0"
"1998-06","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1998-06","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","15951","","","","0"
"1998-06","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","32626","","","","0"
"1998-06","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","80108","","","","0"
"1998-06","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","18334","","","","0"
"1998-06","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","27080","","","","0"
"1998-06","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1998-06","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","82386","","","","0"
"1998-06","Canada","","Aluminum sulphate (alum)","Tonnes","288","units ","0","v39283","1.27","15791","","","","0"
"1998-06","Canada","","Carbon black","Tonnes","288","units ","0","v39285","1.28","17962","","","","0"
"1998-06","Canada","","Hydrogen peroxide, 100%","Tonnes","288","units ","0","v39286","1.29","15558","","","","0"
"1998-06","Canada","","Zinc oxide","Tonnes","288","units ","0","v39287","1.30","","x","","","0"
"1998-07","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","11861","","","","0"
"1998-07","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","333449","","","","0"
"1998-07","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","394631","","","","0"
"1998-07","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","85098","","","","0"
"1998-07","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1998-07","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","60184","","","","0"
"1998-07","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","51408","","","","0"
"1998-07","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","257527","","","","0"
"1998-07","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","19307","","","","0"
"1998-07","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","93364","","","","0"
"1998-07","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","57395","","","","0"
"1998-07","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","195940","","","","0"
"1998-07","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","117771","","","","0"
"1998-07","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","78169","","","","0"
"1998-07","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","17848","","","","0"
"1998-07","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","45732","","","","0"
"1998-07","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","6451","","","","0"
"1998-07","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","328450","","","","0"
"1998-07","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1998-07","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","17621","","","","0"
"1998-07","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","38400","","","","0"
"1998-07","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","88906","","","","0"
"1998-07","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","18435","","","","0"
"1998-07","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","24812","","","","0"
"1998-07","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1998-07","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","80686","","","","0"
"1998-07","Canada","","Aluminum sulphate (alum)","Tonnes","288","units ","0","v39283","1.27","19613","","","","0"
"1998-07","Canada","","Carbon black","Tonnes","288","units ","0","v39285","1.28","17260","","","","0"
"1998-07","Canada","","Hydrogen peroxide, 100%","Tonnes","288","units ","0","v39286","1.29","18664","","","","0"
"1998-07","Canada","","Zinc oxide","Tonnes","288","units ","0","v39287","1.30","","x","","","0"
"1998-08","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","9642","","","","0"
"1998-08","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","352700","","","","0"
"1998-08","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","401143","","","","0"
"1998-08","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","68028","","","","0"
"1998-08","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1998-08","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","54241","","","","0"
"1998-08","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","49511","","","","0"
"1998-08","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","266789","","","","0"
"1998-08","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","17956","","","","0"
"1998-08","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","85944","","","","0"
"1998-08","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","55897","","","","0"
"1998-08","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","172934","","","","0"
"1998-08","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","107702","","","","0"
"1998-08","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","65232","","","","0"
"1998-08","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","15984","","","","0"
"1998-08","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","43760","","","","0"
"1998-08","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","5806","","","","0"
"1998-08","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","321157","","","","0"
"1998-08","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1998-08","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","18708","","","","0"
"1998-08","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","34365","","","","0"
"1998-08","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","89180","","","","0"
"1998-08","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","15880","","","","0"
"1998-08","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","33481","","","","0"
"1998-08","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1998-08","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","64429","","","","0"
"1998-08","Canada","","Aluminum sulphate (alum)","Tonnes","288","units ","0","v39283","1.27","18797","","","","0"
